No,User Name,Rating Bintang,Tanggal,Isi Ulasan Asli,Master Ground Truth,Prediksi ML (Naive Bayes),Confidence Score (%),Prob Positif (%),Prob Negatif (%),Status Anomali
175,Hirson herlambang,5,2026-09-11,bagus fitur yang tersedia disini aplikasi pln ini,Positif,Positif,99.3,99.3,0.6,Sesuai
176,Muslim Arepa,5,2026-09-11,"Terima kasih atas pelayanannya,,",Positif,Positif,99.2,99.2,0.7,Sesuai
177,Slamet widodi,5,2026-09-11,keren banget aplikasi PLN ini,Positif,Positif,99.6,99.6,0.4,Sesuai
178,ais yah,5,2026-09-11,"aplikasi ini sangat baik dan membantu sekarang tidak perlu repot repot datang ke pln cukup dengan aplikasi bisa bayar listrik, cek tagihan, bahkan cek gangguan, semakin mudah dipahami.",Positif,Positif,99.8,99.8,0.2,Sesuai
179,Budi katimi,5,2026-09-11,suka fitur yang ada di aplikasi PLN ini,Positif,Positif,99.6,99.6,0.4,Sesuai
180,Ahmad maman,5,2026-09-11,bayar tagihan listrik lewat aplikasi pln ini,Positif,Positif,99.9,99.9,0.1,Sesuai
181,Indra akbar,5,2026-09-11,terbantu sekali saya dengan adanya aplikasi pln,Positif,Positif,99.8,99.8,0.2,Sesuai
182,Muhammad Ipin,5,2026-09-11,Bagus sekali aplikasi pln,Positif,Positif,99.8,99.8,0.2,Sesuai
183,Warto Warto1979,5,2026-09-11,pelayan yg cepat dan ramah. aplikasi mudah digunakan..,Positif,Positif,99.7,99.7,0.3,Sesuai
184,Afif maulana,5,2026-09-11,mantap fungsinya aplikasi pln,Positif,Positif,99.5,99.5,0.5,Sesuai
185,Fadil permata,5,2026-09-11,request menaikkan daya listrik mudah dengan aplikasi ini,Positif,Positif,99.3,99.3,0.6,Sesuai
186,Bagus al,5,2026-09-11,keren aplikasi pln bagus,Positif,Positif,99.7,99.7,0.3,Sesuai
187,Siska Duwi,5,2026-09-11,aplikasi sangat membatu keluhan listrik,Positif,Positif,99.7,99.7,0.3,Sesuai
188,udin bakso,5,2026-09-11,"aplikasi ini sangat membantu sekali, saat ada gangguan pada kelistrikan fast respon langsung ada tindakan.dan ada juga peningkatan pelayanan pasang baru atau tambah daya.",Positif,Positif,99.4,99.4,0.5,Sesuai
189,bahari darwis,5,2026-09-11,"Saya sangat mengapresiasi pelayanan PLN yang semakin berkembang dan memudahkan masyarakat. Berbagai kebutuhan pelanggan dapat ditangani dengan lebih praktis, informasi juga mudah dipahami, dan pelayanan terasa semakin responsif. Semoga PLN terus memberikan pelayanan terbaik, menjaga kualitas listrik, serta terus menghadirkan inovasi yang bermanfaat bagi pelanggan.",Positif,Positif,98.8,98.8,1.1,Sesuai
190,FEBRIANTO KORE DIDA,5,2026-09-11,sangat membantu kami,Positif,Positif,99.7,99.7,0.2,Sesuai
191,Khomsiah,5,2026-09-11,PLN mobile makasih respon cepatnya..,Positif,Positif,99.5,99.5,0.4,Sesuai
192,Mulyadi Adi,5,2026-09-11,pln bet bereeh,Positif,Positif,98.3,98.3,1.5,Sesuai
193,Amin Prasetya,5,2026-09-11,"semoga semakin jaya,sangat membantu sekali",Positif,Positif,99.6,99.6,0.4,Sesuai
194,budiono oke,5,2026-09-11,"PLN in the best. pelayanan cepat, tepat dan memuaskan",Positif,Positif,99.6,99.6,0.4,Sesuai
195,Jufri Adi,5,2026-09-11,"Alhamdulillah, aplikasinya sangat membantu dan mudah digunakan.",Positif,Positif,99.9,99.9,0.1,Sesuai
196,elisman Dra,5,2026-09-11,"Pelayanan PLN semakin baik dan mudah digunakan. Informasi yang diberikan jelas, proses pengaduan juga cukup praktis, sehingga pelanggan tidak perlu bingung ketika membutuhkan bantuan. Semoga kualitas pelayanan PLN terus dipertahankan dan ditingkatkan agar semakin cepat, responsif, dan memberikan kepuasan bagi seluruh pelanggan.",Positif,Positif,99.2,99.2,0.7,Sesuai
197,Hari Mukti,5,2026-09-11,aplikasi pln mobile sangat membantu swacam,Positif,Positif,99.9,99.9,0.1,Sesuai
198,habibi ahmad,5,2026-09-11,bagus cepat tanggap,Positif,Positif,99.7,99.7,0.3,Sesuai
199,Nurifah Ifah,5,2026-09-11,pelayanan nya sangat memuaskan pelayanan juga cepat...,Positif,Positif,99.3,99.3,0.6,Sesuai
200,Sesylia Destriani,5,2026-09-11,aplikasi yang sangat membantu saya dalsm penggaduan pln,Positif,Positif,99.5,99.5,0.4,Sesuai
201,V_3ndud Nindat tf,5,2026-09-11,rubah daya praktis,Positif,Positif,99.2,99.2,0.7,Sesuai
202,Karno Yayang,5,2026-09-11,migrasi mdh,Positif,Positif,98.5,98.5,1.3,Sesuai
203,Roby Ilyas,5,2026-09-11,"Mantappppp,bintang 5",Positif,Positif,99,99,0.9,Sesuai
204,Saidi Saidi,5,2026-09-11,terima kasih responya cepat sangat membatu masyarakat semoga terus lebih baik lagi dan terus membantu masyarakat dan semakin jaya jaya dan terimakasih banyak atas pelayannya cepat semangat,Positif,Positif,99.3,99.3,0.7,Sesuai
205,Siswanto Putraa,5,2026-09-11,apk pln mobile ok,Positif,Positif,100,100,0,Sesuai
206,Teddy Syahputra,5,2026-09-11,pln mantap,Positif,Positif,99.6,99.6,0.4,Sesuai
207,Tas Muri,5,2026-09-11,aplikasi pln mobile memang siip,Positif,Positif,99.4,99.4,0.6,Sesuai
208,Putu Yasmin,5,2026-09-11,good job,Positif,Positif,98.5,98.5,1.4,Sesuai
209,Gue Ndud,5,2026-09-11,rubah daya mdh,Positif,Positif,99.2,99.2,0.7,Sesuai
210,Dedy Baskoro,5,2026-09-11,Sangat cepat respons dijaga pelayanan nya,Positif,Positif,98.7,98.7,1.2,Sesuai
211,Synaptic Resonance,5,2026-09-11,aplikasi istimewa.. sangat membantu kami..,Positif,Positif,99.2,99.2,0.7,Sesuai
212,Sumarni 23 068,5,2026-09-11,sangat membantu dan praktis,Positif,Positif,99.8,99.8,0.1,Sesuai
213,Mutia Nuroktaviani,5,2026-09-11,mudah di akses . urusan listrik jadi lebih mudah .. mantapp 👌👌👌,Positif,Positif,99.1,99.1,0.8,Sesuai
214,loli pop,5,2026-09-11,aplikasi membantu,Positif,Positif,99.3,99.3,0.7,Sesuai
215,Sumeri Meris,5,2026-09-11,pln mobel,Positif,Positif,98.7,98.7,1.1,Sesuai
216,Cha Chee,5,2026-09-11,aplikasi ini sangat penting,Positif,Positif,99.3,99.3,0.6,Sesuai
217,Melkianus Tavares,5,2026-09-11,sangat membantu dengan aplikasi pln mobile bisa melakukan tambah daya bayar tagihan listrik pembelian token listrik pasang baru,Positif,Positif,100,100,0,Sesuai
218,Fredika Agustiawan,5,2026-09-11,"👍😀👍Dengan melalui PLN MOBILE, kami sekarang sudah dapat bertransaksi pembelian token listrik prabayar jadi lebih mudah, hemat waktu tanpa harus ke PPOB atau sejenisnya, dengan fitur sWacam juga pencatatan stand meter bisa dilakukan sendiri & langsung tertera estimasi biayanya, sudah sangat membantu, fitur2 lain di aplikasi PLN Mobile juga sdh lengkap juga sdh ada penambahan menu SPKLU",Positif,Positif,98.6,98.6,1.2,Sesuai
219,Handoko Supriyo,5,2026-09-11,banyak fitur keren buat memudahkan pelanggan,Positif,Positif,99.5,99.5,0.5,Sesuai
220,Agung Priyadi,5,2026-09-11,"PLN mobile mantap! Yuk gaes instal sekarang di masing-masing gawainya. Banyak manfaatnya lho, dijamin tidak rugi. Tks PLN, tks Indonesia",Positif,Positif,100,100,0,Sesuai
221,A' AN,5,2026-09-11,pln mobile bisa beli token,Positif,Positif,99.9,99.9,0.1,Sesuai
222,Fera Wati,5,2026-09-11,aplikasi PLN mobile sangat membantu untuk layanan gangguan listrik padam,Positif,Positif,99.9,99.9,0.1,Sesuai
223,Leni Maryani,5,2026-09-11,PLN mobile membantu sy memudahkan membeli token,Positif,Positif,99.8,99.8,0.2,Sesuai
224,Haleyora Benjeng18,5,2026-09-11,pln mobil layanan cepat. penggunaan mudah,Positif,Positif,99.8,99.8,0.2,Sesuai
225,Muhammad Syahrul Qadri,5,2026-09-11,"Saya sangat terbantu dengan adanya aplikasi PLN Mobile, tampilan nya bagus dan mudah digunakan, semua layanan listrik jadi semakin mudah",Positif,Positif,100,100,0,Sesuai
226,Rudi Indarto,5,2026-09-11,"PLN mobile mantap! Yuk gaes instal sekarang di masing-masing gawainya. Banyak manfaatnya lho, dijamin tidak rugi. Tks PLN, tks Indonesia",Positif,Positif,100,100,0,Sesuai
227,Ramlan Tenambunan,5,2026-09-11,sangat mudah untuk digunakan,Positif,Positif,99.6,99.6,0.3,Sesuai
228,Asoko Nailiu,5,2026-09-11,untuk melakukan permohonan melalui aplikasi PLN mobile sangat mudah bisa melakukan pengaduan tambah daya bayar tagihan listrik pembelian token listrik,Positif,Positif,99.9,99.9,0.1,Sesuai
229,Yoyok Prajab,5,2026-09-11,"PLN mobile mantap! Yuk gaes instal sekarang di masing-masing gawainya. Banyak manfaatnya lho, dijamin tidak rugi. Tks PLN, tks Indonesia",Positif,Positif,100,100,0,Sesuai
230,Pendi Pauzi,5,2026-09-11,"Aplikasi yang sangat user- friendly, Informatif dan fleksibel, sangat Recommended sekali biar ngurusin masalah kelistrikan gak pakai ribet. Kalau ada kendala pengaduan lewat aplikasi juga sangat fast response Service pelanggannya maksimal. Aplikasi membatu, saat adanya gangguan listrik bisa langsung tracking dan cepat penanganan, juga informasi terbaru terkait pemadaman listrik, migrasi, tambah daya,tagihan pasang baru dsb. Tingkatkan terus aplikasinya, good job PLN mobile. .terbaikkkkkkk",Negatif,Positif,94.1,94.1,5.7,Sesuai
231,khairul anam,5,2026-09-11,sangat puas pelayanan petugasnya dan cepat🫡,Positif,Positif,99.2,99.2,0.7,Sesuai
232,Ismail,5,2026-09-11,"Selagi msh menggunakan listrik di rumah, wajib pelanggan mempunyai aplikasi PLN Mobile,dengan aplikasi ini dgn mudah kita mengaksesnya dan dgn respon cepat mengatasi permasalahan listrik di rumah,trimakasih PLN Mobile dgn solusi terbaiknya..",Positif,Positif,99.5,99.5,0.5,Sesuai
233,hasrul ashari,5,2026-09-11,aplikasi yang sangat membantu buat pelanggan,Positif,Positif,99.8,99.8,0.2,Sesuai
234,Ahmad Ahmad,5,2026-09-11,Bikin urusan listrik jadi simpel dan transparan.,Positif,Positif,98.9,98.9,1,Sesuai
235,Dza Bir,5,2026-09-11,"Aplikasinya ringan, menu gampang dipahami.",Positif,Positif,97.6,97.6,2.1,Sesuai
236,Yoni Raharja,5,2026-09-11,"PLN mobile mantap! Yuk gaes instal sekarang di masing-masing gawainya. Banyak manfaatnya lho, dijamin tidak rugi. Tks PLN, tks Indonesia",Positif,Positif,100,100,0,Sesuai
237,Feery sentosa,5,2026-09-11,Aplikasi yang sangat bagus dan banyak fitur nya,Positif,Positif,99.8,99.8,0.2,Sesuai
238,Yassa ysaa,5,2026-09-11,aplikasi pln mobile sangat membantu dan memudahkan saya dalam membayar tagihan listrik setiap bulan.prosesnya cepat dan mudah.saya sangat puas dengan pelayanan pln mobile.fitur fitur yang di sediakan sangat lengkap dan mudah di gunakan.,Positif,Positif,99.9,99.9,0,Sesuai
239,Elin Awalinda,5,2026-09-11,"pln mobile bkin segala urusan listrik ,,smkin mudah di akses sampai k desa"""" terpencil !!",Positif,Positif,99.1,99.1,0.8,Sesuai
240,Alayya Rifqoh,5,2026-09-11,"apk bagus, sgt membantu keluhan konsumen",Positif,Positif,99,99,0.9,Sesuai
241,Geo Restina,5,2026-09-11,"PLN mobile mantap! Yuk gaes instal sekarang di masing-masing gawainya. Banyak manfaatnya lho, dijamin tidak rugi. Tks PLN, tks Indonesia",Positif,Positif,100,100,0,Sesuai
242,Ahmad Rivai,5,2026-09-11,mantap,Positif,Positif,99.7,99.7,0.2,Sesuai
243,Ambros Paso,5,2026-09-11,apk PLN mobile sangat membantu dalam pelaporan gangguan listrik,Positif,Positif,100,100,0,Sesuai
244,Siti Lutfiya,5,2026-09-11,"membantu bangett,worth it buat bayar listrik dll",Positif,Positif,98.8,98.8,1.1,Sesuai
245,Dion Naee,5,2026-09-11,aplikasi PLN mobile bisa melakukan permohonan tambah daya bayar tagihan listrik pasang baru,Positif,Positif,99.9,99.9,0.1,Sesuai
246,Pajri Apandi,5,2026-09-11,pln mobile sagat mantap bisa mempermudah pelayanan bagi pelanggan,Positif,Positif,99.7,99.7,0.3,Sesuai
247,roni _25,5,2026-09-11,"Respon nya cepet, petugas nya juga baik-baik",Positif,Positif,97.9,97.9,1.9,Sesuai
248,Basma Wati,5,2026-09-11,Aplikasi Pln mobile Ini Berjalan Baik dan pelayaannya Baik terimakasih,Positif,Positif,99.6,99.6,0.4,Sesuai
249,Haji Ridwanto,5,2026-09-11,"PLN mobile mantap! Yuk gaes instal sekarang di masing-masing gawainya. Banyak manfaatnya lho, dijamin tidak rugi. Tks PLN, tks Indonesia",Positif,Positif,100,100,0,Sesuai
250,Bailul Aufa,5,2026-09-11,"Banyak fitur nya, mudah di fahami, sangat terbantu dengan aplikasi ini, terbaik PLN mobile, semakin banyak fitur menarik lain nya",Positif,Positif,99.8,99.8,0.2,Sesuai
251,nofry yseph,5,2026-09-11,sangat penting dengan aplikasi pln mobile bisa melakukan permohonan tambah daya bayar tagihan listrik pembelian token listrik,Positif,Positif,99.9,99.9,0.1,Sesuai
252,Hendra M,5,2026-09-11,"Aplikasi yang sangat membantu urusan kelistrikan masyarakat, Maju terus PLN, untuk kesejahteraan pelanggan...",Positif,Positif,99.5,99.5,0.5,Sesuai
253,Naura Nadhifa,5,2026-09-11,sangat membantu dalam melaporkan masalah,Positif,Positif,99.8,99.8,0.2,Sesuai
254,Hj Dinare,5,2026-09-11,"Aplikasi terbaik untuk urusan listrik, recommended!",Positif,Positif,99.3,99.3,0.6,Sesuai
255,Zainul Arifin (Zain),5,2026-09-11,tambah mantap jika aplikasi ini bisa cek sisa token atau sisa kwh dari aplikasi ini,Positif,Positif,98.7,98.7,1.2,Sesuai
256,Berlian Berlian,5,2026-09-11,Fitur catat meter mandiri sangat praktis.,Positif,Positif,98.2,98.2,1.6,Sesuai
257,ramadhan teja kusuma,5,2026-09-11,"tampilan aplikasi sudah lebih memudahkan, menarik, dan terlihat modern.",Positif,Positif,98.3,98.3,1.5,Sesuai
258,Gusty 12,5,2026-09-11,makin mudah dengan aplikasi pln mobile bisa melakukan permohonan pasang baru tambah daya bayar tagihan listrik pembelian token listrik,Positif,Positif,100,100,0,Sesuai
259,Lita Wika,5,2026-09-11,"mudah digunakan, PLN nya tanggap aduan",Positif,Positif,99.7,99.7,0.3,Sesuai
260,tegar wiratama,5,2026-09-11,Aplikasi PLN Mobile sangat membantu. Pembelian token listrik jadi lebih cepat dan praktis tanpa harus keluar rumah.,Positif,Positif,99.9,99.9,0.1,Sesuai
261,Hendri Mardi,5,2026-09-11,cepat tanggap kalau soal laporan,Positif,Positif,99.1,99.1,0.8,Sesuai
262,Luky Ariyanto,1,2026-09-11,aplikasi busuk sampah pilih lokasi tidak bisa gagal memuat terus percuma buat aplikasi g guna,Negatif,Negatif,90,10,90,Sesuai
263,Engkus Kusnandar,5,2026-09-11,"Praktis ,cepat dan Mudah di gunakan",Positif,Positif,99.9,99.9,0.1,Sesuai
264,Alfridus Meo,5,2026-09-11,adanya aplikasi pln mobile sangatlah mudah buat pengaduan penyambungan sementara pembelian token listrik,Positif,Positif,99.9,99.9,0.1,Sesuai
265,Rosmida Rosmida,5,2026-09-11,aplikasinya sangat bagus mempermudah pelanngan melakukan pembayaran listrik dan harganya sangat murah,Positif,Positif,99.4,99.4,0.5,Sesuai
266,Eva Agustin,5,2026-09-11,pelayanan sangat bagus terimaksih 🙏,Positif,Positif,99.6,99.6,0.4,Sesuai
267,M Safii Koto,5,2026-09-11,oke ni aplikasinya,Positif,Positif,98.8,98.8,1.1,Sesuai
268,Ridha Muhpi,5,2026-09-11,"PLN nambah fitur: rating kepuasan CSAT & NPS di layanan pengaduan, UI Home Charging lebih informatif, dan chat otomatis untuk CTT 5805",Positif,Positif,95.8,95.8,3.8,Sesuai
269,Kasiman Kasiman,5,2026-09-11,sangat baik,Positif,Positif,99.7,99.7,0.2,Sesuai
270,Hery Saputra,5,2026-09-11,pln mobile sangat membantu,Positif,Positif,100,100,0,Sesuai
271,gimin aldo,5,2026-09-11,mantap mas brow,Positif,Positif,98.6,98.6,1.3,Sesuai
272,Atta Rifat,5,2026-09-11,"pelayanan pln sangat baik, dan aplikasi nya sangat mudah di gunakan",Positif,Positif,99.9,99.9,0.1,Sesuai
273,Aljair,5,2026-09-11,sangat ok,Positif,Positif,95,95,5,Sesuai
274,Bumi Dian,5,2026-09-11,pln mobil aplikasi bagus,Positif,Positif,99.6,99.6,0.3,Sesuai
275,Kahar Arizki,5,2026-09-11,sangat recomendasi dan respon sangat baik,Positif,Positif,99,99,0.9,Sesuai
276,Albir Bagusman,5,2026-09-11,aplikasinya sangat membantu dan mudah d akses tentang listrik,Positif,Positif,99.9,99.9,0.1,Sesuai
277,Kamilia,5,2026-09-11,Aplikasi yang mempermudah pelanggan dan bagus,Positif,Positif,99.5,99.5,0.4,Sesuai
278,Nur KunFayakun,5,2026-09-11,Sangat membantu semua permasalahan listrik 👍👍,Positif,Positif,99.9,99.9,0.1,Sesuai
279,Domi Leki,5,2026-09-11,aplikasi sangat mudah dan membantu ketika ada masalah listrik dgn apl ini semua makin mudah dan cepat pelayanan dari pln,Positif,Positif,99.9,99.9,0.1,Sesuai
280,Erick Erdhy,5,2026-09-11,"aplikasinya sangat membantu,isi token bisa laporgangguan bisa dan gangguannya cepat teratasi fitur fiturnyapun makin lengkap",Positif,Positif,99.3,99.3,0.6,Sesuai
281,Soporno,5,2026-09-11,"oke banget, fiturnya komplit",Positif,Positif,98.2,98.2,1.6,Sesuai
282,Ahmad Farhan,5,2026-09-11,sangat mudah akses pelaporan nya,Positif,Positif,99.3,99.3,0.7,Sesuai
283,Alga Alga,5,2026-09-11,"Saya pakai PLN Mobile untuk dua rumah sekaligus, dan semuanya bisa dikelola dalam satu akun. Sangat efisien dan praktis. Tidak ada lagi kejadian lupa bayar atau kehabisan token karena ada fitur pengingat otomatis dan histori penggunaan yang sangat jelas.",Positif,Positif,96.8,96.8,2.8,Sesuai
284,Adrianho Bere,5,2026-09-11,aplikasi sangat mudah dan membantu ketika ada masalah listrik dgn apl ini semua makin mudah dan cepat pelayanan dari pln,Positif,Positif,99.9,99.9,0.1,Sesuai
285,Eri Ardiansyah,5,2026-09-11,Jaman telah berubah. Tehnologi Makin Canggih. Dgn Mengguna 1 Aplikasi PLN Mobile. Semua Kebutuh Kelistrikan Bisa Terpenuhi.,Positif,Positif,99,99,0.9,Sesuai
286,Rendi Rahatman,5,2026-09-11,"PLN mobile mantap! Yuk gaes instal sekarang di masing-masing gawainya. Banyak manfaatnya lho, dijamin tidak rugi. Tks PLN, tks Indonesia",Positif,Positif,100,100,0,Sesuai
287,Muhaemin 79,5,2026-09-11,"Apk.Bagu,terpercaya,cek tagihan mudah",Positif,Positif,98.9,98.9,1,Sesuai
288,Mutakin Busana,5,2026-09-11,sagat bagus dan cepat,Positif,Positif,99.6,99.6,0.4,Sesuai
289,Nur Nurhayati,5,2026-09-11,"Desain aplikasinya elegan dan simpel. Semua fitur bekerja sesuai harapan. Bahkan saat saya lapor gangguan, respon dari tim PLN sangat cepat. Ini membuktikan bahwa digitalisasi layanan benar-benar berdampak nyata bagi kenyamanan pelanggan. Lanjutkan PLN!",Positif,Positif,96.9,96.9,2.8,Sesuai
290,Turi Putih,5,2026-09-11,"PLN mobile mantap! Yuk gaes instal sekarang di masing-masing gawainya. Banyak manfaatnya lho, dijamin tidak rugi. Tks PLN, tks Indonesia",Positif,Positif,100,100,0,Sesuai
291,NENSI Family,5,2026-09-11,aplikasi ini memudahkan saya utk mengetahui infomasi ttg PLN.,Positif,Positif,98.7,98.7,1.2,Sesuai
292,MAS Andi,5,2026-09-11,APK INI WAJIB PUNYA BAGI PELANGGAN PLN KARNA BYk FITUR-FITUR YG BELUM BANYAK ORANG KETAHUI,Positif,Positif,97.7,97.7,2,Sesuai
293,Sutrisno 0101,5,2026-09-11,pln membantu,Positif,Positif,99.5,99.5,0.4,Sesuai
294,Sikarya Murri,5,2026-09-11,terima kasih utk layanan pln selama ini sangat mudah dan terpercaya,Positif,Positif,99.7,99.7,0.3,Sesuai
295,Soleh Budi nurdiansyah,5,2026-09-11,pln mobile ok,Positif,Positif,99.9,99.9,0.1,Sesuai
296,Nazua Maulidia,5,2026-09-11,pln Pacet sejuk,Positif,Positif,98.3,98.3,1.5,Sesuai
297,Yudha Adi,5,2026-09-11,terimakasi,Positif,Positif,98.3,98.3,1.5,Sesuai
298,Agus Priyatno,5,2026-09-11,"terimakasih utk fiktur terbaru aplikasi PLN mobile nya,, keren mantap",Positif,Positif,99.4,99.4,0.5,Sesuai
299,Gobed 683,5,2026-09-11,Terimakasih Pln.,Positif,Positif,99.7,99.7,0.3,Sesuai
300,Fahri Jal,5,2026-09-11,lebih mudah untuk pengaduan dan pasang baru sangat bagus pelayanan,Positif,Positif,99.7,99.7,0.2,Sesuai
301,rahmad hidayat,5,2026-09-11,"memuaskan, cepat tanggap dan sigap.",Positif,Positif,99,99,0.9,Sesuai
302,Kiara Zulaikha ahmad,5,2026-09-11,mudah dan cepat pelayanannya,Positif,Positif,99.8,99.8,0.1,Sesuai
303,Zaen Rahadi,5,2026-09-11,"PLN mobile mantap! Yuk gaes instal sekarang di masing-masing gawainya. Banyak manfaatnya lho, dijamin tidak rugi. Tks PLN, tks Indonesia",Positif,Positif,100,100,0,Sesuai
304,Fathiin Muhammad fathiin,5,2026-09-11,"Praktis, cepat, mudah. Semua urusan listrik selesai dari HP. Mantap PLN Mobile!",Positif,Positif,99.8,99.8,0.2,Sesuai
305,Aflani Lhj,5,2026-09-11,Dengan apk pln mobile tambah daya tidak perlu ke kantor lagi,Positif,Positif,99.7,99.7,0.3,Sesuai
306,Syafruddin Syafruddin,5,2026-09-11,Aplikasi PLN mobile memang beda sangat mudah di gunakan dan fiturnya sangat bagus...,Positif,Positif,99.8,99.8,0.2,Sesuai
307,Akmal Profit,5,2026-09-11,PLN Banjaran mantap terus,Positif,Positif,99,99,0.9,Sesuai
308,Pipit Sri Purwanti,5,2026-09-11,mantap bermanfaat sekali,Positif,Positif,99.5,99.5,0.5,Sesuai
309,cctv anak sikayu,5,2026-09-11,pln mobile hebat,Positif,Positif,99.4,99.4,0.6,Sesuai
310,asri nurjaman,5,2026-09-11,PLN Mobile sangat sangat membantu dan memudahkan saat melakukan pembayaran.,Positif,Positif,99.9,99.9,0.1,Sesuai
311,Saikul Ulum,5,2026-09-11,terimakasih bpk sdh diperbaiki keluhan saya🙏,Positif,Positif,98.7,98.7,1.2,Sesuai
312,Muhibbulshabri Muhib,5,2026-09-11,"sekarang mah mau apa aja mah dah mudah smua tentu nya di pln mobile ,tambahdaya dan melpor gangguan jga bsa,dan ada promo2 nya ini yg menarik banget",Positif,Positif,95.7,95.7,3.9,Sesuai
313,said affan,5,2026-09-11,PLN mobile adalah aplikasi yang sangat mudah & sangat mantap dalam urusan kelistrikan,Positif,Positif,99.8,99.8,0.2,Sesuai
314,Muhammad Ridwan,5,2026-09-11,"Sangat memuaskan,dalam pelayanan pln,terimaksih pln",Positif,Positif,99.3,99.3,0.6,Sesuai
315,d h,5,2026-09-11,rubah daya mdh,Positif,Positif,99.2,99.2,0.7,Sesuai
316,_jwa zaheera,5,2026-09-11,"PLN mobile sangat membantu aplikasi nya bagus, aman, cepet dan mudah digunakan tidak perlu ke Kantor lagi☺️",Positif,Positif,99.8,99.8,0.2,Sesuai
317,Ni Zar,5,2026-09-11,"pln mobile terbaik dan mudah saat di akses, terbaik bgt bgt bgt👍👍",Positif,Positif,99.8,99.8,0.2,Sesuai
318,Apri Bud,5,2026-09-11,aplikasinya baguss sekalii,Positif,Positif,97.8,97.8,1.9,Sesuai
319,adel thin,5,2026-09-11,apk sangat berguna di saat ada gangguan listrik,Positif,Positif,99.8,99.8,0.2,Sesuai
320,ABDI ZAKARIA,5,2026-09-11,mantap aplikasi nya,Positif,Positif,99.5,99.5,0.5,Sesuai
321,Yoga Waisnawa,5,2026-09-11,PLN SEMAKIN DI DEPAN 👍👍,Positif,Positif,99.8,99.8,0.2,Sesuai
322,Rosid Pln,5,2026-09-11,PLN mobile ok,Positif,Positif,99.9,99.9,0.1,Sesuai
323,Abdul Mukti,5,2026-09-11,aplilasi pln mobile sangat membantu untuk layanan tambah daya,Positif,Positif,99.8,99.8,0.2,Sesuai
324,Onang Suryana,5,2026-09-11,mantap pln mobile,Positif,Positif,99.8,99.8,0.2,Sesuai
325,Irpan Hilmi,5,2026-09-11,sangat bermanfaat sekali,Positif,Positif,99.3,99.3,0.6,Sesuai
326,Saman Bin Sanan,5,2026-09-11,mantap layanay pln nya,Positif,Positif,99.1,99.1,0.8,Sesuai
327,Asep Aliyana,5,2026-09-11,aplikasi ini sangat membantu,Positif,Positif,99.9,99.9,0.1,Sesuai
328,Black Wabel,5,2026-09-11,Tolong perbaiki masalah direct pembayaran.,Positif,Positif,98.7,98.7,1.2,Sesuai
329,Koir86 Koir86,5,2026-09-11,respon cepat dan tanggap,Positif,Positif,99.7,99.7,0.3,Sesuai
330,Rahma Zahra,5,2026-09-11,aplikasi in sangat membantu,Positif,Positif,99.9,99.9,0.1,Sesuai
331,Rezky Maulana,5,2026-09-11,PLN mobille mantap,Positif,Positif,99.2,99.2,0.8,Sesuai
332,Andi Aan,5,2026-09-11,bagus... makin banyak fitur nya...,Positif,Positif,99.6,99.6,0.4,Sesuai
333,Ahmad Alexis,5,2026-09-11,mantap,Positif,Positif,99.7,99.7,0.2,Sesuai
334,Heri Azzerry,5,2026-09-11,"sangat bermanfaat dan sangat mudah digunakan bagi masyarakat Indonesia sekarang,tidak perlu kekantor pelayanan lagi semenjak ada aplikasi PLN mobile.",Positif,Positif,99.8,99.8,0.2,Sesuai
335,Nindya Nindy,5,2026-09-11,aplikasi ysng simple dan membantu dslam pemasangan pln,Positif,Positif,98.4,98.4,1.4,Sesuai
336,Razim Rafel,5,2026-09-11,pln ok.pln mobil bisa untuk listrik,Positif,Positif,99.6,99.6,0.4,Sesuai
337,Zawil Khairi,5,2026-09-11,listrik padam bisa melapor kan ke petugas,Positif,Positif,99.3,99.3,0.6,Sesuai
338,Dani Kusumah Wardani,5,2026-09-11,Aplikasi mempermudah,Positif,Positif,99.4,99.4,0.6,Sesuai
339,Suherman Nazir,5,2026-09-11,Pelanggan semakin mudah dengan ada nya Aplikasi PLN Mobile...,Positif,Positif,99.9,99.9,0.1,Sesuai
340,sutrisno,5,2026-09-11,Pelayanan dari customer service memuaskan dan pelayanannya cepat trikasih PLN,Positif,Positif,98.9,98.9,1,Sesuai
341,Yuli Febrianti,5,2026-09-11,aplikasi in sangat bagus,Positif,Positif,99.8,99.8,0.2,Sesuai
342,Mutiara Cell,5,2026-09-11,pln mobile sangat baik dan cepat respon pada saat pengaduan,Positif,Positif,99.8,99.8,0.1,Sesuai
343,Edy Dedy,5,2026-09-11,mantap,Positif,Positif,99.7,99.7,0.2,Sesuai
344,Filmon Liunokas,5,2026-09-11,dgn pln mobile semua laporan semakin mudah dan cepat,Positif,Positif,99.9,99.9,0.1,Sesuai
345,anggy prayoga,5,2026-09-11,tampilannya semakin oke,Positif,Positif,99.1,99.1,0.8,Sesuai
346,Siti Eva Marlina,5,2026-09-11,responsif 👍🏻👍🏻,Positif,Positif,99.5,99.5,0.4,Sesuai
347,Elang,5,2026-09-11,"pengalaman menggunakan pln mobile, nyaman, fitur fiturnya simpel, proses cepat dan lengkap makin suka deh☺️💯",Positif,Positif,99.5,99.5,0.4,Sesuai
